# ----------------------------------------
# Transações: ID da Transação
# Conta: GRUPO GUANABARA | Sites
# Propriedade: Guanabara – GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20250101
# Data de término: 20260524
ID da Transação,Origem / mídia da sessão,Compras de e-commerce,Receita de compra,Sessões
1CAYJJ,google / cpc,1,676.250002,1
1E1K17,whatsapp / bot,1,676.250002,1
1DTPZ7,google / cpc,1,676.250001,1
1DV02P,google / cpc,1,676.249999,1
1GTWN3,google / organic,1,676.240001,1
1HBCYC,google / cpc,1,676.240001,1
1GAH4F,google / cpc,1,676.239998,1
1DAZ78,google / cpc,1,676.230002,1
1H8J21,whatsapp / bot,1,676.23,1
1GAKCN,(direct) / (none),1,676.220003,1
1JHHX3,google / cpc,1,676.220002,1
1HEBKH,google / cpc,1,676.22,1
1HUBMH,google / cpc,1,676.22,1
1J4JJR,google / cpc,1,676.22,1
1FAU3U,google / cpc,1,676.219998,1
1FEC29,google / cpc,1,676.209999,1
1ATV9P,bing / organic,1,676.209998,1
1BBBFT,google / cpc,1,676.200002,1
19ZM7P,google / cpc,1,676.2,1
19ZQ6P,google / cpc,1,676.2,1
1ABS1H,google / cpc,1,676.2,1
1B6VRW,google / cpc,1,676.2,1
1B86YG,google / cpc,1,676.2,1
1F24H0,(direct) / (none),1,676.199999,1
1BCN8J,google / cpc,1,676.199998,1
1BJDXX,(direct) / (none),1,676.179999,1
1A28EU,whatsapp / bot,1,676.170002,1
1C7BAM,google / organic,1,676.169998,1
1AEA6K,google / cpc,1,676.159999,1
1DQV67,google / cpc,1,676.150002,1
1JDBU0,google / cpc,1,676.149998,1
1DEZ9A,google / cpc,1,676.140002,1
1HX4NN,(direct) / (none),1,676.140001,1
1ERHGS,google / cpc,1,676.120002,1
1B01RH,pushnews / pushnotification,1,676.120001,1
1HPA63,google / cpc,1,676.110002,1
1GYZTV,google / cpc,1,676.110001,1
1HEKUG,google / cpc,1,676.11,1
1HGZX8,google / cpc,1,676.109999,1
1JRYW3,(direct) / (none),1,676.09,1
19TS7F,pushnews / pushnotification,1,676.089998,1
1CETT6,google / organic,1,676.08,1
1K6G0S,google / cpc,1,676.08,1
1HGME6,(direct) / (none),1,676.079999,1
1GAC1N,(direct) / (none),1,676.079998,1
1KAJQP,(direct) / (none),1,676.07,1
1G74XX,whatsapp / bot,1,676.060002,1
1K9PN0,google / cpc,1,676.06,1
19NDAY,(direct) / (none),1,676.040001,1
1FTRMD,google / cpc,1,676.039998,1
1DTZH2,(direct) / (none),1,676.020003,1
1FJWJ9,google / cpc,1,676.020002,1
1BM1QT,(direct) / (none),1,676.02,1
1CD0UW,google / cpc,1,676.02,1
1CV9DN,google / organic,1,676.019999,1
1E2JH8,google / organic,1,676.019999,1
1E417Q,google / organic,1,676.019999,1
1A74WZ,google / cpc,1,676.019998,1
1CF82N,google / cpc,1,676.010003,1
1EXJ0Q,google / cpc,1,676.010002,1
1FPJ9Q,google / cpc,1,676.010002,1
1C91CQ,google / cpc,1,676.010001,1
1F75F6,google / cpc,1,676.01,1
199M7W,(direct) / (none),1,676.000003,1
1BX5FH,google / organic,1,676.000002,1
1FD4SQ,(direct) / (none),1,676.000002,1
1F40E0,(direct) / (none),1,676.000001,1
1F42CB,(direct) / (none),1,676.000001,1
1F4CMB,google / cpc,1,676.000001,1
1FR39U,google / cpc,1,676.000001,1
18NBM3,google / cpc,1,676,1
1DG3YT,google / cpc,1,676,1
1ET661,google / cpc,1,676,1
1BNGXC,google / cpc,1,675.999999,1
1GB7TP,google / cpc,1,675.999999,1
18E9DP,google / cpc,1,675.999998,1
19HQ4H,whatsapp / bot,1,675.990003,1
199NDS,google / cpc,1,675.990001,1
1EV5NM,(direct) / (none),1,675.990001,1
1H3KVZ,(direct) / (none),1,675.990001,1
19KV6S,whatsapp / bot,1,675.989999,1
1AGJK7,google / cpc,1,675.980003,1
1APQM5,(direct) / (none),1,675.980003,1
1APS7X,(direct) / (none),1,675.980003,1
1EGNNX,google / cpc,1,675.980003,1
19HZ1N,google / organic,1,675.980002,1
1BB2XS,google / cpc,1,675.980002,1
1HSZBV,google / cpc,1,675.980002,1
1J30DU,google / cpc,1,675.980002,1
1BR8BM,(direct) / (none),1,675.980001,1
19DVCY,(direct) / (none),1,675.98,1
1B6GBJ,(direct) / (none),1,675.98,1
1B844H,google / cpc,1,675.98,1
1BNZS1,(direct) / (none),1,675.98,1
1FY6MD,(direct) / (none),1,675.98,1
19EH9Z,google / cpc,1,675.979999,1
1HNX1Y,(direct) / (none),1,675.979999,1
18C5XJ,google / cpc,1,675.979998,1
1HMZ5S,insider / architect_web_push,1,675.979998,1
1ANTEG,google / cpc,1,675.969998,1
1C2HJ9,google / organic,1,675.960002,1
1DFTDN,(direct) / (none),1,675.960002,1
1FF3JX,google / cpc,1,675.960002,1
1FF827,google / cpc,1,675.960002,1
1JJXG8,google / cpc,1,675.960002,1
1F5QCE,google / cpc,1,675.960001,1
1GRR4Y,(direct) / (none),1,675.960001,1
1H1FNW,google / cpc,1,675.960001,1
1EYAX9,google / cpc,1,675.96,1
1B11RV,(direct) / (none),1,675.959999,1
1ECYB8,google / cpc,1,675.959999,1
1F372W,google / cpc,1,675.959999,1
1F7DNN,google / organic,1,675.959998,1
1FUJVS,google / cpc,1,675.959998,1
1FUR71,google / cpc,1,675.959998,1
19J3MP,google / cpc,1,675.950002,1
19XQ3F,google / cpc,1,675.940001,1
1G83AP,google / cpc,1,675.94,1
1BW44R,google / organic,1,675.939998,1
1BWM4M,google / cpc,1,675.939998,1
1DRGKD,google / cpc,1,675.939998,1
1EFR7F,google / cpc,1,675.939998,1
1CFG9U,google / cpc,1,675.93,1
1HBXNW,google / cpc,1,675.920003,1
1BK80P,google / cpc,1,675.919999,1
1GK0FA,google / cpc,1,675.919999,1
1DUPR1,google / cpc,1,675.919998,1
1G9DX8,google / cpc,1,675.91,1
1A1EJM,(direct) / (none),1,675.909999,1
1A1GAT,(direct) / (none),1,675.909999,1
1C8JEP,(direct) / (none),1,675.890002,1
19HZUV,google / organic,1,675.89,1
1AWHWJ,google / cpc,1,675.89,1
1BUP42,whatsapp / bot,1,675.889997,1
1E54NB,google / cpc,1,675.880001,1
1F2NBU,google / cpc,1,675.879999,1
1F2ND1,google / cpc,1,675.879999,1
1FA2DB,google / cpc,1,675.879998,1
1FAAMG,bing / organic,1,675.879998,1
1FP2F3,google / cpc,1,675.879998,1
1E7D4Z,(direct) / (none),1,675.849999,1
1DEPFW,(direct) / (none),1,675.849998,1
1DKNVS,google / cpc,1,675.849998,1
1EMY3K,(direct) / (none),1,675.849998,1
1BTH69,(direct) / (none),1,675.840002,1
1DKP68,google / cpc,1,675.839999,1
1CPWRU,google / cpc,1,675.839998,1
1EX54T,(direct) / (none),1,675.839998,1
18F8NR,google / cpc,1,675.829998,1
1JWVVQ,google / organic,1,675.82,1
1BQMTF,google / cpc,1,675.819998,1
1BKMFK,google / cpc,1,675.81,1
1C80JC,google / cpc,1,675.800002,1
1G4CZW,google / cpc,1,675.800002,1
1GF7S7,(direct) / (none),1,675.800002,1
1EKBCH,google / cpc,1,675.800001,1
1FSJ8U,google / cpc,1,675.8,1
1FAQYA,google / organic,1,675.799999,1
1FBMGW,google / cpc,1,675.799999,1
1F2WPG,google / organic,1,675.799998,1
1GRCCY,google / cpc,1,675.780002,1
1G5MJ9,google / cpc,1,675.780001,1
1GPFX4,google / cpc,1,675.780001,1
1J44J6,(direct) / (none),1,675.780001,1
1DFJKQ,google / cpc,1,675.78,1
1H5QWR,(direct) / (none),1,675.78,1
1BHMBN,google / cpc,1,675.779998,1
1BJ9JD,google / organic,1,675.779998,1
196EQ6,(direct) / (none),1,675.750002,1
1EQRBG,google / cpc,1,675.740001,1
1E0HD6,google / organic,1,675.709999,1
1GKYX2,(direct) / (none),1,675.709998,1
1EUU1P,insider / email,1,675.700002,1
1GF3MB,insider / architect_email,1,675.700001,1
1JYRVG,google / cpc,1,675.690002,1
1G4GZP,bing / organic,1,675.690001,1
18N22A,(direct) / (none),1,675.680003,1
1H4S7N,(direct) / (none),1,675.679999,1
1EP8G5,google / organic,1,675.670003,1
1BCDFF,google / organic,1,675.670002,1
1CAK7K,google / cpc,1,675.67,1
1G97DA,(data not available),1,675.669998,1
1ETV68,(direct) / (none),1,675.649998,1
1BPWAN,google / organic,1,675.630001,1
1DXTAC,(direct) / (none),1,675.63,1
19VYE2,whatsapp / bot,1,675.629998,1
196Y37,google / cpc,1,675.619998,1
1FR1B8,(direct) / (none),1,675.600001,1
1G8GGE,google / cpc,1,675.599999,1
1K5GME,google / cpc,1,675.58,1
1K80BS,google / cpc,1,675.579999,1
1JGM0S,google / cpc,1,675.579998,1
1GUAXJ,google / cpc,1,675.559999,1
1CX1TJ,google / cpc,1,675.559998,1
1HXHG7,google / cpc,1,675.539998,1
1AVJGE,google / organic,1,675.530002,1
19AP3G,google / organic,1,675.520002,1
1CGJ0C,google / cpc,1,675.510002,1
1F5EK7,google / cpc,1,675.510002,1
1GJDNV,google / cpc,1,675.510002,1
1GJDP0,google / cpc,1,675.510002,1
1FQ3VM,google / cpc,1,675.51,1
1BWZ9E,google / cpc,1,675.489999,1
1BX0FH,google / organic,1,675.489999,1
1GY5E1,(direct) / (none),1,675.480003,1
1DE8AS,google / cpc,1,675.469998,1
1F47YN,google / cpc,1,675.460003,1
19FNP2,google / organic,1,675.460002,1
1AXJSW,mkt-midia / social,1,675.459998,1
1DWDHP,google / cpc,1,675.450001,1
19HGH0,google / organic,1,675.440003,1
19D0SY,(direct) / (none),1,675.440002,1
19NX56,google / cpc,1,675.440002,1
1950ST,google / cpc,1,675.440001,1
1951S4,google / cpc,1,675.440001,1
19RTHP,(direct) / (none),1,675.440001,1
18S76Y,google / cpc,1,675.439999,1
1BQZE2,google / cpc,1,675.420003,1
1BQZQ5,google / cpc,1,675.420003,1
1G1Y5C,google / cpc,1,675.420001,1
1HAU51,(direct) / (none),1,675.42,1
1J6ZKB,coupert.com / referral,1,675.390001,1
1AJNMZ,google / cpc,1,675.39,1
1GTXGR,google / cpc,1,675.389998,1
19EU4H,(direct) / (none),1,675.370001,1
19FNMQ,google / organic,1,675.370001,1
1BA648,google / cpc,1,675.370001,1
19RZ5Z,(direct) / (none),1,675.37,1
19RZ7H,(direct) / (none),1,675.37,1
1A27QX,google / cpc,1,675.369999,1
1EEQ3S,google / cpc,1,675.369999,1
1EJP2K,whatsapp / bot,1,675.369999,1
1FPX9C,google / cpc,1,675.360002,1
1GX1E2,(direct) / (none),1,675.360001,1
1HRJ6U,google / cpc,1,675.36,1
19G313,google / cpc,1,675.359998,1
1G1RVS,google / organic,1,675.359997,1
1G1T4Z,google / organic,1,675.359997,1
1CXK74,google / cpc,1,675.339997,1
19USX1,google / cpc,1,675.330002,1
19UX18,google / cpc,1,675.330002,1
1A86TU,whatsapp / bot,1,675.330001,1
1CTJ1U,google / cpc,1,675.330001,1
1CXTCY,google / organic,1,675.330001,1
1BM025,whatsapp / bot,1,675.320001,1
1C02VW,(direct) / (none),1,675.319999,1
1C03HC,(direct) / (none),1,675.319999,1
1AU06U,(direct) / (none),1,675.300001,1
1BKBAJ,google / cpc,1,675.3,1
1FYX86,google / cpc,1,675.299997,1
1HNAZD,google / cpc,1,675.290001,1
1BWJ3P,google / organic,1,675.279998,1
1H0UE4,google / cpc,1,675.269998,1
1GC5TD,google / cpc,1,675.260001,1
1ABVFH,google / cpc,1,675.26,1
1AKUZQ,google / cpc,1,675.26,1
1K3739,google / organic,1,675.26,1
1AMC8F,(direct) / (none),1,675.240001,1
1AZ1RN,google / organic,1,675.24,1
1ERQR1,(direct) / (none),1,675.24,1
1FADF1,google / cpc,1,675.239998,1
1EF169,google / cpc,1,675.23,1
1GXFCP,google / cpc,1,675.23,1
193FW3,(direct) / (none),1,675.229999,1
1C6WHP,google / cpc,1,675.229999,1
1A52QJ,google / cpc,1,675.200001,1
1BS998,google / organic,1,675.200001,1
1BTACG,google / cpc,1,675.200001,1
1CD3YC,google / cpc,1,675.200001,1
19W4KQ,google / cpc,1,675.199999,1
18GZFV,(direct) / (none),1,675.16,1
1JBZH9,google / organic,1,675.16,1
1B7ERT,google / cpc,1,675.159999,1
1CEUEA,google / cpc,1,675.159999,1
1AFK92,google / cpc,1,675.159998,1
1F8HC3,google / cpc,1,675.15,1
1EA3BW,google / cpc,1,675.149999,1
1EAVKR,google / organic,1,675.120002,1
1FYRCP,google / cpc,1,675.100003,1
1AD41F,google / organic,1,675.100002,1
1B8F7B,google / cpc,1,675.100002,1
1DE2GP,google / cpc,1,675.100001,1
19PSRR,google / cpc,1,675.1,1
1DBCHQ,google / cpc,1,675.1,1
19FK0Q,google / cpc,1,675.099999,1
1G3DP7,google / cpc,1,675.099999,1
1DYPG0,google / cpc,1,675.099998,1
1EE49K,(direct) / (none),1,675.07,1
1BDYRX,google / cpc,1,675.060001,1
1BRZQ7,google / cpc,1,675.06,1
1EY618,google / cpc,1,675.06,1
1E13Z3,google / cpc,1,675.05,1
1CHB66,google / cpc,1,675.040002,1
1D2QU7,(direct) / (none),1,675.040002,1
1H4NM8,google / cpc,1,675.030001,1
1K5UZU,(direct) / (none),1,675.009998,1
19W5BM,google / organic,1,675.000002,1
1FH9NS,google / cpc,1,675.000002,1
1BX4VT,(direct) / (none),1,675,1
1C2KYT,google / cpc,1,675,1
1C2MA1,(direct) / (none),1,675,1
18FNG7,google / cpc,1,674.999999,1
1DBFDS,(direct) / (none),1,674.999999,1
19CU53,(direct) / (none),1,674.999998,1
1E2R75,google / cpc,1,674.999998,1
1GA61Y,google / cpc,1,674.999998,1
1B9HAM,(direct) / (none),1,674.990002,1
1CQGHK,google / cpc,1,674.990002,1
18DVFF,(direct) / (none),1,674.990001,1
1G6CA3,(direct) / (none),1,674.990001,1
1H29T1,(direct) / (none),1,674.990001,1
1K0RV8,(direct) / (none),1,674.99,1
19B89P,(direct) / (none),1,674.989999,1
1CJJDE,(direct) / (none),1,674.989999,1
1EPJGG,pushnews / pushnotification,1,674.989999,1
1BFC9Y,google / cpc,1,674.989998,1
1BR5ZT,google / organic,1,674.980002,1
1BF2V4,(direct) / (none),1,674.980001,1
1BCA33,google / cpc,1,674.98,1
1EH13J,google / cpc,1,674.979999,1
1FHA6X,pushnews / pushnotification,1,674.979998,1
1FHJSV,pushnews / pushnotification,1,674.979998,1
1BYHUZ,google / cpc,1,674.970002,1
1DX8K6,google / cpc,1,674.970002,1
1B9ACH,(direct) / (none),1,674.97,1
1CEFEX,(direct) / (none),1,674.97,1
18E2ZT,google / cpc,1,674.969999,1
1GHDRU,(direct) / (none),1,674.969999,1
1BW5YV,google / cpc,1,674.969998,1
1G46GA,(direct) / (none),1,674.969998,1
19Q2WR,(direct) / (none),1,674.969997,1
1GWK83,(direct) / (none),1,674.96,1
1B6Z98,google / organic,1,674.959999,1
1BE8SQ,google / organic,1,674.959997,1
1G9DCM,(direct) / (none),1,674.950002,1
1HFZAU,google / cpc,1,674.949999,1
195Z30,google / organic,1,674.94,1
1D1W3H,google / cpc,1,674.939998,1
1F8U15,google / cpc,1,674.939997,1
1CVAQW,google / cpc,1,674.92,1
1E2QFH,google / cpc,1,674.92,1
1DWVFG,google / organic,1,674.919999,1
1BSQET,(direct) / (none),1,674.910002,1
1DD22G,google / cpc,1,674.91,1
1BN2RT,(direct) / (none),1,674.900002,1
1C4PYT,google / cpc,1,674.880002,1
1EJTH3,google / cpc,1,674.880002,1
19DC77,google / cpc,1,674.880001,1
1CGHZ1,google / cpc,1,674.88,1
1EWHYX,google / organic,1,674.88,1
1BH9HV,(direct) / (none),1,674.879998,1
1EFMTQ,google / organic,1,674.879997,1
1EFQDD,google / cpc,1,674.879997,1
1FEV5R,google / cpc,1,674.870002,1
1C3GU4,google / cpc,1,674.870001,1
1HU68B,(direct) / (none),1,674.87,1
1FTPB1,google / organic,1,674.869999,1
1D5HNN,google / organic,1,674.860002,1
1JTECY,bing / organic,1,674.86,1
1ERYHH,google / cpc,1,674.850003,1
1DVCHT,google / cpc,1,674.850001,1
1FSBTN,google / cpc,1,674.849999,1
1DKC8V,google / organic,1,674.840001,1
1ESB3S,google / cpc,1,674.839998,1
1HKH11,google / cpc,1,674.83,1
1HKN7Y,(direct) / (none),1,674.83,1
18VA9Y,google / cpc,1,674.829999,1
18VAR8,google / cpc,1,674.829999,1
1GFPTS,google / cpc,1,674.819998,1
1GG3S3,google / cpc,1,674.819998,1
1DV0EJ,google / cpc,1,674.81,1
1DVBPV,(direct) / (none),1,674.81,1
1H6H53,google / cpc,1,674.800001,1
1CTDJR,google / organic,1,674.780002,1
1BH7RR,google / cpc,1,674.78,1
198GQ4,google / cpc,1,674.779997,1
18DG9J,google / cpc,1,674.760002,1
18M60R,google / cpc,1,674.760002,1
1D2T2V,google / cpc,1,674.760002,1
1CFQKE,google / cpc,1,674.760001,1
1CVP0Y,google / cpc,1,674.760001,1
1E8346,google / organic,1,674.760001,1
1BCHHM,google / cpc,1,674.76,1
1AD00Y,google / cpc,1,674.759999,1
1AM51A,google / cpc,1,674.759999,1
1D1C39,google / organic,1,674.759999,1
1D1FFM,google / cpc,1,674.759999,1
1B9QST,google / cpc,1,674.759998,1
1BP8ZY,(direct) / (none),1,674.759998,1
1BPEYU,google / organic,1,674.759998,1
1DZK43,(direct) / (none),1,674.759998,1
19HB4U,google / cpc,1,674.75,1
1E64U4,google / cpc,1,674.749998,1
18ZXMF,google / organic,1,674.740003,1
1J6NG2,google / organic,1,674.720002,1
1K4Y4D,google / organic,1,674.719998,1
1FP5XS,pushnews / pushnotification,1,674.710002,1
1FAATK,google / cpc,1,674.709999,1
1ETMT5,google / cpc,1,674.699999,1
1DSCEU,(direct) / (none),1,674.68,1
1DF8CE,google / cpc,1,674.67,1
1BU9PA,google / organic,1,674.660002,1
1D6XKG,google / cpc,1,674.659998,1
1EPF64,google / cpc,1,674.650002,1
1CM75Y,google / cpc,1,674.65,1
1G2KAW,google / cpc,1,674.640001,1
1K72PW,google / organic,1,674.61,1
1F6B1S,(direct) / (none),1,674.609999,1
1HHEYQ,whatsapp / bot,1,674.600001,1
1BKMFT,google / cpc,1,674.58,1
1DEW3S,google / organic,1,674.579998,1
1BXKEG,google / cpc,1,674.579997,1
1G0W93,(direct) / (none),1,674.570001,1
19TRFP,google / cpc,1,674.559999,1
196C90,google / cpc,1,674.550002,1
19PAJK,google / cpc,1,674.55,1
1CJ8CT,google / cpc,1,674.520002,1
1H99CJ,google / cpc,1,674.520002,1
1DK6K3,google / cpc,1,674.499999,1
1DMYCA,google / cpc,1,674.499998,1
1DH6EF,google / cpc,1,674.489998,1
1J8A6U,google / cpc,1,674.480002,1
1A77F5,(direct) / (none),1,674.469999,1
1A77QJ,(direct) / (none),1,674.469999,1
1A77X1,(direct) / (none),1,674.469999,1
1DV42X,google / cpc,1,674.460002,1
1JXZWN,google / cpc,1,674.45,1
18T6W9,google / organic,1,674.449998,1
1APYZ6,google / organic,1,674.440001,1
1G0H24,google / cpc,1,674.409997,1
1HBU3X,google / cpc,1,674.400002,1
1H4JKK,google / cpc,1,674.4,1
1HASX7,google / cpc,1,674.399999,1
1GGJ8Z,google / cpc,1,674.389999,1
1E193P,google / cpc,1,674.370002,1
19AZ5K,google / cpc,1,674.36,1
19TH9H,(direct) / (none),1,674.340002,1
1HZDDV,(data not available),1,674.34,1
1BAPUT,google / cpc,1,674.339999,1
1D1VR5,google / cpc,1,674.319998,1
1GC0YQ,google / cpc,1,674.319998,1
1HS2C7,google / cpc,1,674.310001,1
18EU4V,google / cpc,1,674.300002,1
19YYCV,google / cpc,1,674.3,1
1CFQWS,google / cpc,1,674.3,1
18VUXR,google / cpc,1,674.299998,1
1D9QJ3,(direct) / (none),1,674.299998,1
18UE0U,google / organic,1,674.299997,1
1FBHNU,insider / architect_email,1,674.280002,1
1KM9RN,google / cpc,1,674.280002,1
1GB3YJ,whatsapp / bot,1,674.28,1
1JMUA7,google / cpc,1,674.270001,1
1JD51W,google / cpc,1,674.27,1
1FSSSH,google / cpc,1,674.259997,1
1EPMN0,google / cpc,1,674.250001,1
1EPMT6,google / cpc,1,674.250001,1
1GBGF9,google / cpc,1,674.229999,1
18CHU0,(direct) / (none),1,674.220003,1
19QNY9,google / cpc,1,674.220001,1
1B9MXM,(direct) / (none),1,674.180002,1
19X1BB,(direct) / (none),1,674.179999,1
1DP7PM,(direct) / (none),1,674.179998,1
1DP9N2,pushnews / pushnotification,1,674.179998,1
1EXGC6,bing / organic,1,674.170001,1
1F3UFB,(direct) / (none),1,674.15,1
1991QY,google / cpc,1,674.149999,1
1F79MF,google / cpc,1,674.149999,1
1FBC1D,google / cpc,1,674.149998,1
1FH4DG,google / cpc,1,674.149998,1
1EW1S8,google / cpc,1,674.140001,1
1FYU9J,google / cpc,1,674.140001,1
1J4SAE,(direct) / (none),1,674.140001,1
1EX0DC,(direct) / (none),1,674.14,1
1F6GRJ,google / cpc,1,674.139999,1
1FMGVG,google / cpc,1,674.139999,1
1J1DTP,google / cpc,1,674.139999,1
1GPQNM,(direct) / (none),1,674.139998,1
1GPRMT,(direct) / (none),1,674.139998,1
1EXQPJ,google / cpc,1,674.130001,1
1FAEX8,whatsapp / bot,1,674.13,1
1BYTDR,google / cpc,1,674.12,1
19SBD6,google / cpc,1,674.119999,1
1HE921,google / cpc,1,674.100002,1
1JFN7W,pushnews / pushnotification,1,674.100002,1
1JTT2D,(direct) / (none),1,674.100002,1
1GJ9ES,google / organic,1,674.100001,1
1FNU1S,(direct) / (none),1,674.1,1
1FP3VK,google / cpc,1,674.1,1
1JPGV5,(direct) / (none),1,674.1,1
1K5JXC,(direct) / (none),1,674.1,1
1K3K7B,google / organic,1,674.099999,1
1FRA8G,google / cpc,1,674.099997,1
1JB28W,app.tallos.com.br / referral,1,674.090002,1
1JQMB8,whatsapp / bot,1,674.090001,1
1A8F2K,google / cpc,1,674.089998,1
1BSBJC,google / cpc,1,674.089998,1
1GMDE8,google / cpc,1,674.060002,1
1H7QPP,(direct) / (none),1,674.059998,1
18WNT6,google / cpc,1,674.059997,1
1CUXYP,google / cpc,1,674.05,1
19XEG0,google / cpc,1,674.040002,1
1E1B25,google / cpc,1,674.040002,1
1HNUUU,google / cpc,1,674.040001,1
1GPDWF,google / cpc,1,674.04,1
1DD1HY,insider / architect_web_push,1,674.029999,1
18WNBB,google / cpc,1,674.020002,1
1EXGR7,(direct) / (none),1,674.02,1
1BBSDE,google / cpc,1,674.019999,1
1BEMAG,google / cpc,1,674.019998,1
1GNWZ7,(direct) / (none),1,674.010002,1
1H4J0J,google / cpc,1,674.01,1
1F1WWH,google / cpc,1,674.009998,1
1GRME1,google / organic,1,674.009998,1
1HCX03,google / cpc,1,674.009998,1
18C2D1,google / cpc,1,674.000002,1
193N38,(direct) / (none),1,674.000001,1
1H50EQ,google / organic,1,674.000001,1
1HXJK9,google / organic,1,674.000001,1
18EZ9T,google / cpc,1,673.999999,1
1HSQ9F,google / cpc,1,673.999999,1
1HHDE0,google / cpc,1,673.999998,1
1C6AT0,br.search.yahoo.com / referral,1,673.990002,1
1J0EJZ,google / organic,1,673.990002,1
1C1X5H,google / cpc,1,673.990001,1
1C70MV,google / organic,1,673.990001,1
1JNU24,(direct) / (none),1,673.989999,1
18H815,(direct) / (none),1,673.980002,1
1FWKVP,(direct) / (none),1,673.980002,1
1HD7SX,(direct) / (none),1,673.980002,1
1HYUNT,google / cpc,1,673.980002,1
1BN1KR,google / cpc,1,673.980001,1
1H7SMG,(direct) / (none),1,673.980001,1
1FTMFC,google / organic,1,673.98,1
1APVTR,google / cpc,1,673.979998,1
1DWXYS,google / cpc,1,673.979998,1
1DY7FK,google / cpc,1,673.979998,1
1A6ZXY,(direct) / (none),1,673.979997,1
1BR6WY,google / cpc,1,673.979997,1
1FP7VE,google / cpc,1,673.970001,1
1GZPG0,whatsapp / bot,1,673.960001,1
1DXEJ0,google / cpc,1,673.96,1
19Q7QM,google / cpc,1,673.959997,1
19RR08,google / cpc,1,673.939999,1
19RZM3,google / cpc,1,673.939999,1
1JF8HW,google / cpc,1,673.930002,1
1GXSVM,google / cpc,1,673.920002,1
1D52YG,google / organic,1,673.92,1
1HEZ7M,google / cpc,1,673.919999,1
18ZQH2,google / organic,1,673.910002,1
18EAMY,google / cpc,1,673.91,1
1966JG,google / cpc,1,673.909999,1
1JMGJ1,(direct) / (none),1,673.909998,1
1EWM2M,google / organic,1,673.900001,1
1FJ81U,google / cpc,1,673.900001,1
1AV4ER,google / cpc,1,673.9,1
1G4Y2K,google / organic,1,673.890002,1
1G2NCZ,google / cpc,1,673.889998,1
1BPJEC,google / cpc,1,673.880002,1
1DU7M7,google / cpc,1,673.88,1
1J0B06,(direct) / (none),1,673.870002,1
1HHQXF,google / cpc,1,673.860003,1
1AFWBR,(direct) / (none),1,673.860002,1
1EH6P2,google / cpc,1,673.860002,1
1JRKSC,google / cpc,1,673.859998,1
1GCSEH,(direct) / (none),1,673.859997,1
1GCT2W,(direct) / (none),1,673.859997,1
1EECXV,google / cpc,1,673.830003,1
1CY8E8,google / cpc,1,673.830001,1
1AHFGE,google / cpc,1,673.789999,1
1DUK1Z,google / cpc,1,673.780001,1
1HWYDZ,google / cpc,1,673.78,1
1CTMSN,google / organic,1,673.779998,1
19XJQN,google / organic,1,673.769998,1
1AV771,(direct) / (none),1,673.769998,1
1HT4BX,google / cpc,1,673.769997,1
1K8DNG,(direct) / (none),1,673.760002,1
1CN3F4,google / cpc,1,673.759999,1
1D3R2J,br.search.yahoo.com / referral,1,673.759999,1
1EPJXG,google / cpc,1,673.709999,1
194YVG,google / cpc,1,673.699999,1
1GDX7W,google / cpc,1,673.680001,1
1CJVKG,google / cpc,1,673.660001,1
1C5M0M,google / cpc,1,673.66,1
1C5MU9,google / cpc,1,673.66,1
1C5N2X,google / cpc,1,673.66,1
1FQ2MF,google / cpc,1,673.659999,1
19YH8P,google / cpc,1,673.649999,1
1FFBZH,(direct) / (none),1,673.649999,1
1DCECH,(direct) / (none),1,673.649998,1
1DCF32,(direct) / (none),1,673.649998,1
1AN3K1,google / cpc,1,673.640002,1
1AXVJ8,google / cpc,1,673.640002,1
1E26NX,google / organic,1,673.640001,1
1B03W9,bing / organic,1,673.64,1
1B7AGE,google / organic,1,673.639999,1
1CVMTW,google / organic,1,673.639999,1
1DDUDC,google / cpc,1,673.639999,1
1E85D0,google / cpc,1,673.639999,1
1E9STN,google / cpc,1,673.639999,1
1GY70D,google / cpc,1,673.639999,1
1GTH9B,google / cpc,1,673.639998,1
1FGU0X,google / cpc,1,673.629998,1
1G489K,google / cpc,1,673.62,1
1H8Q2Q,google / cpc,1,673.62,1
198F0E,google / cpc,1,673.619999,1
1HZUJ8,google / cpc,1,673.619998,1
18CV4W,google / cpc,1,673.610001,1
1CK3YV,google / cpc,1,673.600001,1
1D9R2N,(direct) / (none),1,673.600001,1
1EBREC,google / cpc,1,673.599999,1
1ACUV4,google / cpc,1,673.599998,1
1A1BFG,google / cpc,1,673.599997,1
1G83C9,google / cpc,1,673.58,1
1FWMDV,(direct) / (none),1,673.579999,1
1K0GP7,google / cpc,1,673.579999,1
1HPSUN,google / cpc,1,673.570001,1
1KFX2E,(direct) / (none),1,673.57,1
1B8GA1,google / organic,1,673.560001,1
1EMWV5,google / cpc,1,673.560001,1
1AT5P5,google / organic,1,673.56,1
1AYJ55,google / cpc,1,673.559999,1
1C8YP7,google / cpc,1,673.559999,1
1AF6ZU,google / cpc,1,673.559998,1
1BXURP,google / cpc,1,673.559998,1
1D97Y6,google / cpc,1,673.559998,1
1EGUW7,google / cpc,1,673.559998,1
1FH36M,google / cpc,1,673.549999,1
1GBNYE,google / cpc,1,673.549998,1
